US EPA Office of Water Watershed Report,,,,,,,,,,
StreamCat Summary for Catchment Feature ID 21711750,,,,,,,,,,
Data extracted from StreamCat as of March 17 2017,,,,,,,,,,
More information on the StreamCat dataset at https://www.epa.gov/national-aquatic-resource-surveys/streamcat,,,,,,,,,,
StreamCat Search Criteria:,,,,,,,,,,
   o Area of Interest: CATCHMENT/WATERSHED; RIPARIAN BUFFER (100M),,,,,,,,,,
   o Landscape Class: DISTURBANCE; NATURAL,,,,,,,,,,
   o Landscape Metric Type: AGRICULTURE; CLIMATE; DISTURBANCE; HYDROLOGY; INFRASTRUCTURE; LAND COVER; LITHOLOGY; MINES; POLLUTION; RIPARIAN; SOILS; TOPOGRAPHY; URBAN; WETNESS,,,,,,,,,,
 ,,,,,,,,,,
Landscape Layer,Area of Interest (AOI),AOI Size (km²),Metric Description,Metric Value,Metric Unit of Measure,AOI Percent Covered,AOI Covered Size (km²),Landscape Metric Class,Landscape Metric Type,"Source Table Name,"
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,0.0342,Percentage forest loss to fire (fire perimeter) in 2001 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFire2001Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,1.8729,Percentage forest loss to fire (fire perimeter) in 2001 within the total upstream watershed.,0,%,100,1.8729,Disturbance,Disturbance,PctFire2001Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.018,Percentage forest loss to fire (fire perimeter) in 2001 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFire2001CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,0.5832,Percentage forest loss to fire (fire perimeter) in 2001 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFire2001WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,0.0342,Percentage forest loss to fire (fire perimeter) in 2002 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFire2002Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,1.8729,Percentage forest loss to fire (fire perimeter) in 2002 within the total upstream watershed.,0,%,100,1.8729,Disturbance,Disturbance,PctFire2002Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.018,Percentage forest loss to fire (fire perimeter) in 2002 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFire2002CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,0.5832,Percentage forest loss to fire (fire perimeter) in 2002 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFire2002WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,0.0342,Percentage forest loss to fire (fire perimeter) in 2003 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFire2003Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,1.8729,Percentage forest loss to fire (fire perimeter) in 2003 within the total upstream watershed.,0,%,100,1.8729,Disturbance,Disturbance,PctFire2003Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.018,Percentage forest loss to fire (fire perimeter) in 2003 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFire2003CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,0.5832,Percentage forest loss to fire (fire perimeter) in 2003 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFire2003WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,0.0342,Percentage forest loss to fire (fire perimeter) in 2004 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFire2004Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,1.8729,Percentage forest loss to fire (fire perimeter) in 2004 within the total upstream watershed.,0,%,100,1.8729,Disturbance,Disturbance,PctFire2004Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.018,Percentage forest loss to fire (fire perimeter) in 2004 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFire2004CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,0.5832,Percentage forest loss to fire (fire perimeter) in 2004 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFire2004WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,0.0342,Percentage forest loss to fire (fire perimeter) in 2005 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFire2005Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,1.8729,Percentage forest loss to fire (fire perimeter) in 2005 within the total upstream watershed.,0,%,100,1.8729,Disturbance,Disturbance,PctFire2005Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.018,Percentage forest loss to fire (fire perimeter) in 2005 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFire2005CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,0.5832,Percentage forest loss to fire (fire perimeter) in 2005 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFire2005WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,0.0342,Percentage forest loss to fire (fire perimeter) in 2006 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFire2006Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,1.8729,Percentage forest loss to fire (fire perimeter) in 2006 within the total upstream watershed.,0,%,100,1.8729,Disturbance,Disturbance,PctFire2006Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.018,Percentage forest loss to fire (fire perimeter) in 2006 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFire2006CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,0.5832,Percentage forest loss to fire (fire perimeter) in 2006 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFire2006WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,0.0342,Percentage forest loss to fire (fire perimeter) in 2007 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFire2007Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,1.8729,Percentage forest loss to fire (fire perimeter) in 2007 within the total upstream watershed.,0,%,100,1.8729,Disturbance,Disturbance,PctFire2007Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.018,Percentage forest loss to fire (fire perimeter) in 2007 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFire2007CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,0.5832,Percentage forest loss to fire (fire perimeter) in 2007 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFire2007WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,0.0342,Percentage forest loss to fire (fire perimeter) in 2008 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFire2008Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,1.8729,Percentage forest loss to fire (fire perimeter) in 2008 within the total upstream watershed.,0,%,100,1.8729,Disturbance,Disturbance,PctFire2008Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.018,Percentage forest loss to fire (fire perimeter) in 2008 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFire2008CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,0.5832,Percentage forest loss to fire (fire perimeter) in 2008 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFire2008WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,0.0342,Percentage forest loss to fire (fire perimeter) in 2009 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFire2009Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,1.8729,Percentage forest loss to fire (fire perimeter) in 2009 within the total upstream watershed.,0,%,100,1.8729,Disturbance,Disturbance,PctFire2009Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.018,Percentage forest loss to fire (fire perimeter) in 2009 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFire2009CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,0.5832,Percentage forest loss to fire (fire perimeter) in 2009 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFire2009WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,0.0342,Percentage forest loss to fire (fire perimeter) in 2010 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFire2010Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,1.8729,Percentage forest loss to fire (fire perimeter) in 2010 within the total upstream watershed.,0,%,100,1.8729,Disturbance,Disturbance,PctFire2010Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.018,Percentage forest loss to fire (fire perimeter) in 2010 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFire2010CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,0.5832,Percentage forest loss to fire (fire perimeter) in 2010 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFire2010WsRp100
Forest Loss By Year 2001 to 2013,Catchment,0.0342,Percent of forest loss detected primarily in the year 2001 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFrstLoss2001Cat
Forest Loss By Year 2001 to 2013,Watershed,1.8729,Percent of forest loss detected primarily in the year 2001 within the total upstream watershed.,0.144161460836,%,100,1.8729,Disturbance,Disturbance,PctFrstLoss2001Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.018,Percent of forest loss detected primarily in the year 2001 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFrstLoss2001CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,0.5832,Percent of forest loss detected primarily in the year 2001 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFrstLoss2001WsRp100
Forest Loss By Year 2001 to 2013,Catchment,0.0342,Percent of forest loss detected primarily in the year 2002 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFrstLoss2002Cat
Forest Loss By Year 2001 to 2013,Watershed,1.8729,Percent of forest loss detected primarily in the year 2002 within the total upstream watershed.,0.0480538202787,%,100,1.8729,Disturbance,Disturbance,PctFrstLoss2002Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.018,Percent of forest loss detected primarily in the year 2002 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFrstLoss2002CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,0.5832,Percent of forest loss detected primarily in the year 2002 within the riparian mask of the total upstream watershed.,0.154320987654321,%,100,0.5832,Disturbance,Riparian,PctFrstLoss2002WsRp100
Forest Loss By Year 2001 to 2013,Catchment,0.0342,Percent of forest loss detected primarily in the year 2003 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFrstLoss2003Cat
Forest Loss By Year 2001 to 2013,Watershed,1.8729,Percent of forest loss detected primarily in the year 2003 within the total upstream watershed.,0,%,100,1.8729,Disturbance,Disturbance,PctFrstLoss2003Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.018,Percent of forest loss detected primarily in the year 2003 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFrstLoss2003CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,0.5832,Percent of forest loss detected primarily in the year 2003 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFrstLoss2003WsRp100
Forest Loss By Year 2001 to 2013,Catchment,0.0342,Percent of forest loss detected primarily in the year 2004 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFrstLoss2004Cat
Forest Loss By Year 2001 to 2013,Watershed,1.8729,Percent of forest loss detected primarily in the year 2004 within the total upstream watershed.,0,%,100,1.8729,Disturbance,Disturbance,PctFrstLoss2004Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.018,Percent of forest loss detected primarily in the year 2004 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFrstLoss2004CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,0.5832,Percent of forest loss detected primarily in the year 2004 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFrstLoss2004WsRp100
Forest Loss By Year 2001 to 2013,Catchment,0.0342,Percent of forest loss detected primarily in the year 2005 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFrstLoss2005Cat
Forest Loss By Year 2001 to 2013,Watershed,1.8729,Percent of forest loss detected primarily in the year 2005 within the total upstream watershed.,0.528592023066,%,100,1.8729,Disturbance,Disturbance,PctFrstLoss2005Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.018,Percent of forest loss detected primarily in the year 2005 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFrstLoss2005CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,0.5832,Percent of forest loss detected primarily in the year 2005 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFrstLoss2005WsRp100
Forest Loss By Year 2001 to 2013,Catchment,0.0342,Percent of forest loss detected primarily in the year 2006 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFrstLoss2006Cat
Forest Loss By Year 2001 to 2013,Watershed,1.8729,Percent of forest loss detected primarily in the year 2006 within the total upstream watershed.,0,%,100,1.8729,Disturbance,Disturbance,PctFrstLoss2006Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.018,Percent of forest loss detected primarily in the year 2006 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFrstLoss2006CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,0.5832,Percent of forest loss detected primarily in the year 2006 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFrstLoss2006WsRp100
Forest Loss By Year 2001 to 2013,Catchment,0.0342,Percent of forest loss detected primarily in the year 2007 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFrstLoss2007Cat
Forest Loss By Year 2001 to 2013,Watershed,1.8729,Percent of forest loss detected primarily in the year 2007 within the total upstream watershed.,1.5857760692,%,100,1.8729,Disturbance,Disturbance,PctFrstLoss2007Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.018,Percent of forest loss detected primarily in the year 2007 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFrstLoss2007CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,0.5832,Percent of forest loss detected primarily in the year 2007 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFrstLoss2007WsRp100
Forest Loss By Year 2001 to 2013,Catchment,0.0342,Percent of forest loss detected primarily in the year 2008 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFrstLoss2008Cat
Forest Loss By Year 2001 to 2013,Watershed,1.8729,Percent of forest loss detected primarily in the year 2008 within the total upstream watershed.,2.06631427198,%,100,1.8729,Disturbance,Disturbance,PctFrstLoss2008Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.018,Percent of forest loss detected primarily in the year 2008 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFrstLoss2008CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,0.5832,Percent of forest loss detected primarily in the year 2008 within the riparian mask of the total upstream watershed.,2.46913580246914,%,100,0.5832,Disturbance,Riparian,PctFrstLoss2008WsRp100
Forest Loss By Year 2001 to 2013,Catchment,0.0342,Percent of forest loss detected primarily in the year 2009 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFrstLoss2009Cat
Forest Loss By Year 2001 to 2013,Watershed,1.8729,Percent of forest loss detected primarily in the year 2009 within the total upstream watershed.,0,%,100,1.8729,Disturbance,Disturbance,PctFrstLoss2009Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.018,Percent of forest loss detected primarily in the year 2009 within the riparian mask of the local catchment.,0,%,100,0.018,Disturbance,Riparian,PctFrstLoss2009CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,0.5832,Percent of forest loss detected primarily in the year 2009 within the riparian mask of the total upstream watershed.,0,%,100,0.5832,Disturbance,Riparian,PctFrstLoss2009WsRp100
Forest Loss By Year 2001 to 2013,Catchment,0.0342,Percent of forest loss detected primarily in the year 2010 within the local catchment.,0,%,100,0.0342,Disturbance,Disturbance,PctFrstLoss2010Cat
Forest Loss By Year 2001 to 2013,Watershed,1.8729,Percent of forest loss detected primarily in the year 2010 within the total upstream watershed.,0,%,100,1.8729,Disturbance,Disturbance,PctFrstLoss2010Ws
