US EPA Office of Water Watershed Report,,,,,,,,,,
StreamCat Summary for Catchment Feature ID 21712484,,,,,,,,,,
Data extracted from StreamCat as of March 17 2017,,,,,,,,,,
More information on the StreamCat dataset at https://www.epa.gov/national-aquatic-resource-surveys/streamcat,,,,,,,,,,
StreamCat Search Criteria:,,,,,,,,,,
   o Area of Interest: CATCHMENT/WATERSHED; RIPARIAN BUFFER (100M),,,,,,,,,,
   o Landscape Class: DISTURBANCE; NATURAL,,,,,,,,,,
   o Landscape Metric Type: AGRICULTURE; CLIMATE; DISTURBANCE; HYDROLOGY; INFRASTRUCTURE; LAND COVER; LITHOLOGY; MINES; POLLUTION; RIPARIAN; SOILS; TOPOGRAPHY; URBAN; WETNESS,,,,,,,,,,
 ,,,,,,,,,,
Landscape Layer,Area of Interest (AOI),AOI Size (km²),Metric Description,Metric Value,Metric Unit of Measure,AOI Percent Covered,AOI Covered Size (km²),Landscape Metric Class,Landscape Metric Type,"Source Table Name,"
Canal Density,Catchment,2.2374,"Density of NHDPlusV2 line features within the local catchment classified as canal, ditch, or pipeline.(kilometer of canal/square kilometer).",0,km/km²,100,2.2374,Disturbance,Infrastructure,CanalDensCat
Canal Density,Watershed,9.2718,"Density of NHDPlusV2 line features within the total upstream watershed classified as canal, ditch, or pipeline.(kilometer of canal/square kilometer).",0,km/km²,100,9.2718,Disturbance,Infrastructure,CanalDensWs
National Coal Resource Dataset System,Catchment,2.2374,Density of georeferenced coal mine sites within the local catchment.,0,sites/km²,100,2.2374,Disturbance,Mines,CoalMineDensCat
National Coal Resource Dataset System,Watershed,9.2718,Density of georeferenced coal mine sites within the total upstream watershed.,0,sites/km²,100,9.2718,Disturbance,Mines,CoalMineDensWs
Dam Density and Storage Volume,Catchment,2.2374,Density of georeferenced dams within the local catchment.,0,dams/km²,100,2.2374,Disturbance,Infrastructure,DamDensCat
Dam Density and Storage Volume,Watershed,9.2718,Density of georeferenced dams within the upstream watershed.,0,dams/km²,100,9.2718,Disturbance,Infrastructure,DamDensWs
Dam Density and Storage Volume,Catchment,2.2374,Mean NID storage volume of all dam reservoirs (NID_STORA in NID) within the local catchment.,0,m³/km²,100,2.2374,Disturbance,Infrastructure,DamNIDStorM3Cat
Dam Density and Storage Volume,Watershed,9.2718,Mean NID storage volume of all dam reservoirs (NID_STORA in NID) within the total upstream watershed.,0,m³/km²,100,9.2718,Disturbance,Infrastructure,DamNIDStorM3Ws
Dam Density and Storage Volume,Catchment,2.2374,Mean normal storage volume of all dam reservoirs (NORM_STORA in NID) within the local catchment.,0,m³/km²,100,2.2374,Disturbance,Infrastructure,DamNrmStorM3Cat
Dam Density and Storage Volume,Watershed,9.2718,Mean normal storage volume of all dam reservoirs (NORM_STORA in NID) within the total upstream watershed.,0,m³/km²,100,9.2718,Disturbance,Infrastructure,DamNrmStorM3Ws
National Elevation Dataset,Catchment,2.2374,Mean of all elev_cm values within the local catchment divided by 100 to convert cm to m.,179.783942076,m,100,2.2374,Natural,Topography,ElevCat
National Elevation Dataset,Watershed,9.2718,Mean of all elev_cm values within the upstream watershed divided by 100 to convert cm to m.,193.202442244,m,100,9.2718,Natural,Topography,ElevWs
"Facility Registry Services (FRS): Toxic Release Inventory (TRI), National Pollutant Discharge Elimination System (NPDES), and Superfund Sites",Catchment,2.2374,Density of georeferenced National Pollutant Discharge Elimination System sites within the local catchment.,0,sites/km²,100,2.2374,Disturbance,Pollution,NPDESDensCat
"Facility Registry Services (FRS): Toxic Release Inventory (TRI), National Pollutant Discharge Elimination System (NPDES), and Superfund Sites",Watershed,9.2718,Density of georeferenced National Pollutant Discharge Elimination System sites within the upstream watershed.,0,sites/km²,100,9.2718,Disturbance,Pollution,NPDESDensWs
"Facility Registry Services (FRS): Toxic Release Inventory (TRI), National Pollutant Discharge Elimination System (NPDES), and Superfund Sites",Riparian Buffered Catchment,0.4248,Density of georeferenced National Pollutant Discharge Elimination System sites within the riparian mask of the local catchment.,0,sites/km²,100,0.4248,Disturbance,Pollution,NPDESDensCatRp100
"Facility Registry Services (FRS): Toxic Release Inventory (TRI), National Pollutant Discharge Elimination System (NPDES), and Superfund Sites",Riparian Buffered Watershed,1.5894,Density of georeferenced National Pollutant Discharge Elimination System sites within the riparian mask of the upstream watershed.,0,sites/km²,100,1.5894,Disturbance,Pollution,NPDESDensWsRp100
"Facility Registry Services (FRS): Toxic Release Inventory (TRI), National Pollutant Discharge Elimination System (NPDES), and Superfund Sites",Catchment,2.2374,Density of georeferenced Superfund sites within the local catchment.,0,sites/km²,100,2.2374,Disturbance,Pollution,SuperfundDensCat
"Facility Registry Services (FRS): Toxic Release Inventory (TRI), National Pollutant Discharge Elimination System (NPDES), and Superfund Sites",Watershed,9.2718,Density of georeferenced Superfund sites within the upstream watershed.,0,sites/km²,100,9.2718,Disturbance,Pollution,SuperfundDensWs
"Facility Registry Services (FRS): Toxic Release Inventory (TRI), National Pollutant Discharge Elimination System (NPDES), and Superfund Sites",Riparian Buffered Catchment,0.4248,Density of georeferenced Superfund sites within the riparian mask of the local catchment.,0,sites/km²,100,0.4248,Disturbance,Pollution,SuperfundDensCatRp100
"Facility Registry Services (FRS): Toxic Release Inventory (TRI), National Pollutant Discharge Elimination System (NPDES), and Superfund Sites",Riparian Buffered Watershed,1.5894,Density of georeferenced Superfund sites within the riparian mask of the upstream watershed.,0,sites/km²,100,1.5894,Disturbance,Pollution,SuperfundDensWsRp100
"Facility Registry Services (FRS): Toxic Release Inventory (TRI), National Pollutant Discharge Elimination System (NPDES), and Superfund Sites",Catchment,2.2374,Density of georeferenced Toxic Release Inventory sites within the local catchment.,0,sites/km²,100,2.2374,Disturbance,Pollution,TRIDensCat
"Facility Registry Services (FRS): Toxic Release Inventory (TRI), National Pollutant Discharge Elimination System (NPDES), and Superfund Sites",Watershed,9.2718,Density of georeferenced Toxic Release Inventory sites within the upstream watershed.,0,sites/km²,100,9.2718,Disturbance,Pollution,TRIDensWs
"Facility Registry Services (FRS): Toxic Release Inventory (TRI), National Pollutant Discharge Elimination System (NPDES), and Superfund Sites",Riparian Buffered Catchment,0.4248,Density of georeferenced Toxic Release Inventory sites within the riparian mask of the local catchment.,0,sites/km²,100,0.4248,Disturbance,Pollution,TRIDensCatRp100
"Facility Registry Services (FRS): Toxic Release Inventory (TRI), National Pollutant Discharge Elimination System (NPDES), and Superfund Sites",Riparian Buffered Watershed,1.5894,Density of georeferenced Toxic Release Inventory sites within the riparian mask of the upstream watershed.,0,sites/km²,100,1.5894,Disturbance,Pollution,TRIDensWsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,2.2374,Percentage forest loss to fire (fire perimeter) in 2000 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFire2000Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,9.2718,Percentage forest loss to fire (fire perimeter) in 2000 within the total upstream watershed.,0,%,100,9.2718,Disturbance,Disturbance,PctFire2000Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.4248,Percentage forest loss to fire (fire perimeter) in 2000 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFire2000CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,1.5894,Percentage forest loss to fire (fire perimeter) in 2000 within the riparian mask of the total upstream watershed.,0,%,100,1.5894,Disturbance,Riparian,PctFire2000WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,2.2374,Percentage forest loss to fire (fire perimeter) in 2001 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFire2001Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,9.2718,Percentage forest loss to fire (fire perimeter) in 2001 within the total upstream watershed.,0,%,100,9.2718,Disturbance,Disturbance,PctFire2001Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.4248,Percentage forest loss to fire (fire perimeter) in 2001 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFire2001CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,1.5894,Percentage forest loss to fire (fire perimeter) in 2001 within the riparian mask of the total upstream watershed.,0,%,100,1.5894,Disturbance,Riparian,PctFire2001WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,2.2374,Percentage forest loss to fire (fire perimeter) in 2002 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFire2002Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,9.2718,Percentage forest loss to fire (fire perimeter) in 2002 within the total upstream watershed.,0,%,100,9.2718,Disturbance,Disturbance,PctFire2002Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.4248,Percentage forest loss to fire (fire perimeter) in 2002 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFire2002CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,1.5894,Percentage forest loss to fire (fire perimeter) in 2002 within the riparian mask of the total upstream watershed.,0,%,100,1.5894,Disturbance,Riparian,PctFire2002WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,2.2374,Percentage forest loss to fire (fire perimeter) in 2003 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFire2003Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,9.2718,Percentage forest loss to fire (fire perimeter) in 2003 within the total upstream watershed.,0,%,100,9.2718,Disturbance,Disturbance,PctFire2003Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.4248,Percentage forest loss to fire (fire perimeter) in 2003 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFire2003CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,1.5894,Percentage forest loss to fire (fire perimeter) in 2003 within the riparian mask of the total upstream watershed.,0,%,100,1.5894,Disturbance,Riparian,PctFire2003WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,2.2374,Percentage forest loss to fire (fire perimeter) in 2004 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFire2004Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,9.2718,Percentage forest loss to fire (fire perimeter) in 2004 within the total upstream watershed.,0,%,100,9.2718,Disturbance,Disturbance,PctFire2004Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.4248,Percentage forest loss to fire (fire perimeter) in 2004 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFire2004CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,1.5894,Percentage forest loss to fire (fire perimeter) in 2004 within the riparian mask of the total upstream watershed.,0,%,100,1.5894,Disturbance,Riparian,PctFire2004WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,2.2374,Percentage forest loss to fire (fire perimeter) in 2005 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFire2005Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,9.2718,Percentage forest loss to fire (fire perimeter) in 2005 within the total upstream watershed.,0,%,100,9.2718,Disturbance,Disturbance,PctFire2005Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.4248,Percentage forest loss to fire (fire perimeter) in 2005 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFire2005CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,1.5894,Percentage forest loss to fire (fire perimeter) in 2005 within the riparian mask of the total upstream watershed.,0,%,100,1.5894,Disturbance,Riparian,PctFire2005WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,2.2374,Percentage forest loss to fire (fire perimeter) in 2006 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFire2006Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,9.2718,Percentage forest loss to fire (fire perimeter) in 2006 within the total upstream watershed.,0,%,100,9.2718,Disturbance,Disturbance,PctFire2006Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.4248,Percentage forest loss to fire (fire perimeter) in 2006 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFire2006CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,1.5894,Percentage forest loss to fire (fire perimeter) in 2006 within the riparian mask of the total upstream watershed.,0,%,100,1.5894,Disturbance,Riparian,PctFire2006WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,2.2374,Percentage forest loss to fire (fire perimeter) in 2007 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFire2007Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,9.2718,Percentage forest loss to fire (fire perimeter) in 2007 within the total upstream watershed.,0,%,100,9.2718,Disturbance,Disturbance,PctFire2007Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.4248,Percentage forest loss to fire (fire perimeter) in 2007 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFire2007CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,1.5894,Percentage forest loss to fire (fire perimeter) in 2007 within the riparian mask of the total upstream watershed.,0,%,100,1.5894,Disturbance,Riparian,PctFire2007WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,2.2374,Percentage forest loss to fire (fire perimeter) in 2008 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFire2008Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,9.2718,Percentage forest loss to fire (fire perimeter) in 2008 within the total upstream watershed.,0,%,100,9.2718,Disturbance,Disturbance,PctFire2008Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.4248,Percentage forest loss to fire (fire perimeter) in 2008 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFire2008CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,1.5894,Percentage forest loss to fire (fire perimeter) in 2008 within the riparian mask of the total upstream watershed.,0,%,100,1.5894,Disturbance,Riparian,PctFire2008WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,2.2374,Percentage forest loss to fire (fire perimeter) in 2009 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFire2009Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,9.2718,Percentage forest loss to fire (fire perimeter) in 2009 within the total upstream watershed.,0,%,100,9.2718,Disturbance,Disturbance,PctFire2009Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.4248,Percentage forest loss to fire (fire perimeter) in 2009 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFire2009CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,1.5894,Percentage forest loss to fire (fire perimeter) in 2009 within the riparian mask of the total upstream watershed.,0,%,100,1.5894,Disturbance,Riparian,PctFire2009WsRp100
Wildland Fire Perimeters By Year 2000 - 2010,Catchment,2.2374,Percentage forest loss to fire (fire perimeter) in 2010 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFire2010Cat
Wildland Fire Perimeters By Year 2000 - 2010,Watershed,9.2718,Percentage forest loss to fire (fire perimeter) in 2010 within the total upstream watershed.,0,%,100,9.2718,Disturbance,Disturbance,PctFire2010Ws
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Catchment,0.4248,Percentage forest loss to fire (fire perimeter) in 2010 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFire2010CatRp100
Wildland Fire Perimeters By Year 2000 - 2010,Riparian Buffered Watershed,1.5894,Percentage forest loss to fire (fire perimeter) in 2010 within the riparian mask of the total upstream watershed.,0,%,100,1.5894,Disturbance,Riparian,PctFire2010WsRp100
Forest Loss By Year 2001 to 2013,Catchment,2.2374,Percent of forest loss detected primarily in the year 2001 within the local catchment.,0.48270313757,%,100,2.2374,Disturbance,Disturbance,PctFrstLoss2001Cat
Forest Loss By Year 2001 to 2013,Watershed,9.2718,Percent of forest loss detected primarily in the year 2001 within the total upstream watershed.,0.203843913803,%,100,9.2718,Disturbance,Disturbance,PctFrstLoss2001Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.4248,Percent of forest loss detected primarily in the year 2001 within the riparian mask of the local catchment.,2.54237288135593,%,100,0.4248,Disturbance,Riparian,PctFrstLoss2001CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,1.5894,Percent of forest loss detected primarily in the year 2001 within the riparian mask of the total upstream watershed.,0.792751981879955,%,100,1.5894,Disturbance,Riparian,PctFrstLoss2001WsRp100
Forest Loss By Year 2001 to 2013,Catchment,2.2374,Percent of forest loss detected primarily in the year 2002 within the local catchment.,1.97103781175,%,100,2.2374,Disturbance,Disturbance,PctFrstLoss2002Cat
Forest Loss By Year 2001 to 2013,Watershed,9.2718,Percent of forest loss detected primarily in the year 2002 within the total upstream watershed.,0.504756357989,%,100,9.2718,Disturbance,Disturbance,PctFrstLoss2002Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.4248,Percent of forest loss detected primarily in the year 2002 within the riparian mask of the local catchment.,0.847457627118644,%,100,0.4248,Disturbance,Riparian,PctFrstLoss2002CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,1.5894,Percent of forest loss detected primarily in the year 2002 within the riparian mask of the total upstream watershed.,0.226500566251416,%,100,1.5894,Disturbance,Riparian,PctFrstLoss2002WsRp100
Forest Loss By Year 2001 to 2013,Catchment,2.2374,Percent of forest loss detected primarily in the year 2003 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFrstLoss2003Cat
Forest Loss By Year 2001 to 2013,Watershed,9.2718,Percent of forest loss detected primarily in the year 2003 within the total upstream watershed.,0.912444185595,%,100,9.2718,Disturbance,Disturbance,PctFrstLoss2003Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.4248,Percent of forest loss detected primarily in the year 2003 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFrstLoss2003CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,1.5894,Percent of forest loss detected primarily in the year 2003 within the riparian mask of the total upstream watershed.,1.98187995469989,%,100,1.5894,Disturbance,Riparian,PctFrstLoss2003WsRp100
Forest Loss By Year 2001 to 2013,Catchment,2.2374,Percent of forest loss detected primarily in the year 2004 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFrstLoss2004Cat
Forest Loss By Year 2001 to 2013,Watershed,9.2718,Percent of forest loss detected primarily in the year 2004 within the total upstream watershed.,0.0582411182295,%,100,9.2718,Disturbance,Disturbance,PctFrstLoss2004Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.4248,Percent of forest loss detected primarily in the year 2004 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFrstLoss2004CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,1.5894,Percent of forest loss detected primarily in the year 2004 within the riparian mask of the total upstream watershed.,0,%,100,1.5894,Disturbance,Riparian,PctFrstLoss2004WsRp100
Forest Loss By Year 2001 to 2013,Catchment,2.2374,Percent of forest loss detected primarily in the year 2005 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFrstLoss2005Cat
Forest Loss By Year 2001 to 2013,Watershed,9.2718,Percent of forest loss detected primarily in the year 2005 within the total upstream watershed.,0.038827412153,%,100,9.2718,Disturbance,Disturbance,PctFrstLoss2005Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.4248,Percent of forest loss detected primarily in the year 2005 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFrstLoss2005CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,1.5894,Percent of forest loss detected primarily in the year 2005 within the riparian mask of the total upstream watershed.,0,%,100,1.5894,Disturbance,Riparian,PctFrstLoss2005WsRp100
Forest Loss By Year 2001 to 2013,Catchment,2.2374,Percent of forest loss detected primarily in the year 2006 within the local catchment.,0.241351568785,%,100,2.2374,Disturbance,Disturbance,PctFrstLoss2006Cat
Forest Loss By Year 2001 to 2013,Watershed,9.2718,Percent of forest loss detected primarily in the year 2006 within the total upstream watershed.,0.427101533683,%,100,9.2718,Disturbance,Disturbance,PctFrstLoss2006Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.4248,Percent of forest loss detected primarily in the year 2006 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFrstLoss2006CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,1.5894,Percent of forest loss detected primarily in the year 2006 within the riparian mask of the total upstream watershed.,0,%,100,1.5894,Disturbance,Riparian,PctFrstLoss2006WsRp100
Forest Loss By Year 2001 to 2013,Catchment,2.2374,Percent of forest loss detected primarily in the year 2007 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFrstLoss2007Cat
Forest Loss By Year 2001 to 2013,Watershed,9.2718,Percent of forest loss detected primarily in the year 2007 within the total upstream watershed.,0,%,100,9.2718,Disturbance,Disturbance,PctFrstLoss2007Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.4248,Percent of forest loss detected primarily in the year 2007 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFrstLoss2007CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,1.5894,Percent of forest loss detected primarily in the year 2007 within the riparian mask of the total upstream watershed.,0,%,100,1.5894,Disturbance,Riparian,PctFrstLoss2007WsRp100
Forest Loss By Year 2001 to 2013,Catchment,2.2374,Percent of forest loss detected primarily in the year 2008 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFrstLoss2008Cat
Forest Loss By Year 2001 to 2013,Watershed,9.2718,Percent of forest loss detected primarily in the year 2008 within the total upstream watershed.,0.22325761988,%,100,9.2718,Disturbance,Disturbance,PctFrstLoss2008Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.4248,Percent of forest loss detected primarily in the year 2008 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFrstLoss2008CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,1.5894,Percent of forest loss detected primarily in the year 2008 within the riparian mask of the total upstream watershed.,0.339750849377123,%,100,1.5894,Disturbance,Riparian,PctFrstLoss2008WsRp100
Forest Loss By Year 2001 to 2013,Catchment,2.2374,Percent of forest loss detected primarily in the year 2009 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFrstLoss2009Cat
Forest Loss By Year 2001 to 2013,Watershed,9.2718,Percent of forest loss detected primarily in the year 2009 within the total upstream watershed.,0.242671325956,%,100,9.2718,Disturbance,Disturbance,PctFrstLoss2009Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.4248,Percent of forest loss detected primarily in the year 2009 within the riparian mask of the local catchment.,0,%,100,0.4248,Disturbance,Riparian,PctFrstLoss2009CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,1.5894,Percent of forest loss detected primarily in the year 2009 within the riparian mask of the total upstream watershed.,0,%,100,1.5894,Disturbance,Riparian,PctFrstLoss2009WsRp100
Forest Loss By Year 2001 to 2013,Catchment,2.2374,Percent of forest loss detected primarily in the year 2010 within the local catchment.,0,%,100,2.2374,Disturbance,Disturbance,PctFrstLoss2010Cat
